deal_price,price_per_sqm,region_code,region_name,city,district,street,area,realestate_type_name,purpose_name,wall_material_name,floor,area_category,price_per_sqm_category,period_start_date,year_build,year,month
230400.0,1920.0,60.0,Псковская область,Псков,Не указано,Не указано,120.0,Здание,Нежилое здание,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1976.0,2024,1
6000.0,108.7,38.0,Иркутская область,Жигалово,Жигаловский,Речников,55.2,Помещение,Нежилое помещение,Дерево,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,1996.0,2024,1
12000.0,93.3,26.0,Ставропольский край,Невинномысск,Не указано,Дунаевского,128.6,Здание,Нежилое здание,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2012.0,2024,1
12000.0,103.8,47.0,Ленинградская область,Кошкино,Кингисеппский,Не указано,115.6,Здание,Нежилое здание,Блоки,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2003.0,2024,1
1089600.0,4071.7,74.0,Челябинская область,Челябинск,Не указано,Маркса,267.6,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2014.0,2024,1
64675.2,96.0,71.0,Тульская область,Юдинки,Алексинский,Не указано,673.7,Здание,Нежилое здание,Блоки,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2000.0,2024,1
2356524.0,1033.2,16.0,Республика Татарстан,Казань,Не указано,Горьковское Шоссе,2280.8,Здание,Нежилое здание,Блоки,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2019.0,2024,1
30000.0,28.1,76.0,Ярославская область,Михайловский,Ярославский,Приволжская,1067.9,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1970.0,2024,1
613910.0,1100.0,33.0,Владимирская область,город Судогда,Судогодский,Муромское шоссе,558.1,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1994.0,2024,1
221940.0,2746.8,55.0,Омская область,Омск,Не указано,Госплемстанция,80.8,Помещение,Нежилое помещение,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2018.0,2024,1
300000.0,14084.5,23.0,Краснодарский край,Анапа,город-курорт Анапа,Пионерский,21.3,Помещение,Нежилое помещение,Кирпич,6.0,До 30 кв.м,10-50 тыс/кв.м,2024-01-01,1986.0,2024,1
396200.0,1620.4,23.0,Краснодарский край,Краснодар,Не указано,Монтажников,244.5,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2009.0,2024,1
116472.0,1271.5,31.0,Белгородская область,Беломестное,Новооскольский,Центральная,91.6,Здание,Нежилое здание,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
1200000.0,834.2,39.0,Калининградская область,Калининград,Не указано,Елизаветинская,1438.5,Здание,Нежилое здание,Кирпич,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2016.0,2024,1
270000.0,457.5,26.0,Ставропольский край,Ставрополь,Не указано,Чехова,590.2,Здание,Нежилое здание,Кирпич,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2013.0,2024,1
720000.0,2884.6,36.0,Воронежская область,Морозовка,Россошанский,Пролетарская,249.6,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1964.0,2024,1
2400000.0,3090.4,50.0,Московская область,Сергиев Посад,Сергиево-Посадский,Красной Армии,776.6,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1948.0,2024,1
2183088.0,7810.7,75.0,Забайкальский край,Акша,Акшинский,Советская,279.5,Помещение,Нежилое помещение,Панели,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1952.0,2024,1
738711.12,8569.7,34.0,Волгоградская область,Волгоград,Не указано,им Энгельса,86.2,Помещение,Нежилое помещение,Не указано,,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
840088.54,1345.0,4.0,Республика Алтай,Манжерокское,Майминский,Не указано,624.6,Здание,Жилое здание,Блоки,3.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2010.0,2024,1
1068000.0,14812.8,23.0,Краснодарский край,Анапа,Анапский,Парковая,72.1,Помещение,Нежилое помещение,Не указано,1.0,50-100 кв.м,10-50 тыс/кв.м,2024-01-01,2017.0,2024,1
502000.0,528.4,27.0,Хабаровский край,Амурск,Не указано,Амурская,950.0,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1986.0,2024,1
10000.0,60.3,23.0,Краснодарский край,Туапсе,Туапсинский,К. Маркса,165.8,Помещение,Нежилое помещение,Кирпич,,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1955.0,2024,1
6000.0,117.2,75.0,Забайкальский край,Малета,Петровск-Забайкальский,Комсомольская,51.2,Здание,Нежилое здание,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2013.0,2024,1
2400.0,29.2,4.0,Республика Алтай,Кош-Агачское,Кош-Агачский,Карамаева,82.2,Здание,Жилое здание,Дерево,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2015.0,2024,1
743040.0,956.4,78.0,Санкт-Петербург,Не указано,Не указано,Народная,776.9,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1976.0,2024,1
952392.0,420.0,50.0,Московская область,Можайск,Можайский,Полевая,2267.6,Здание,Нежилое здание,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1994.0,2024,1
21602000.0,9230.4,50.0,Московская область,Домодедово,Не указано,Не указано,2340.3,Здание,Нежилое здание,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2023.0,2024,1
2760000.0,2392.9,55.0,Омская область,Калачинск,Калачинский,30 лет Победы,1153.4,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2010.0,2024,1
4009.83,55.9,51.0,Мурманская область,Полярный,Не указано,Лунина,71.7,Помещение,Нежилое помещение,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,1963.0,2024,1
240000.0,1111.1,56.0,Оренбургская область,Оренбург,Не указано,Мира,216.0,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1969.0,2024,1
281500.0,620.9,50.0,Московская область,Егорьевск,Не указано,Меланжистов,453.4,Помещение,Нежилое помещение,Блоки,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
1440000.0,13806.3,13.0,Республика Мордовия,Саранск,Не указано,Коммунистическая,104.3,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,10-50 тыс/кв.м,2024-01-01,2003.0,2024,1
20734909.44,68863.9,89.0,Ямало-Ненецкий автономный округ,Новый Уренгой,Не указано,Имени В.Я.Петуха,301.1,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,50-100 тыс/кв.м,2024-01-01,2005.0,2024,1
2820000.0,21759.3,78.0,Санкт-Петербург,Не указано,Не указано,Пограничника Гарькавого,129.6,Здание,Нежилое здание,Кирпич,1.0,100-200 кв.м,10-50 тыс/кв.м,2024-01-01,1958.0,2024,1
71303.64,60.8,66.0,Свердловская область,Новоуральск,Не указано,Фрунзе,1173.0,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1989.0,2024,1
122000.0,365.4,32.0,Брянская область,Старское,Дятьковский,Розы Люксембург,333.9,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1953.0,2024,1
135000.0,533.8,25.0,Приморский край,Арсеньев,Не указано,Балабина,252.9,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2016.0,2024,1
90000.0,572.9,55.0,Омская область,Омск,Не указано,Мира,157.1,Помещение,Нежилое помещение,Кирпич,,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1959.0,2024,1
22250.0,460.7,77.0,Москва,Не указано,Не указано,Петровка,48.3,Помещение,Нежилое помещение,Кирпич,1.0,30-50 кв.м,До 10 тыс/кв.м,2024-01-01,1876.0,2024,1
2820000.0,3971.3,2.0,Республика Башкортостан,Уфа,Не указано,Кольцевая,710.1,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1968.0,2024,1
1320000.0,527.3,47.0,Ленинградская область,Всеволожск,Всеволожский,Александровская,2503.5,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1980.0,2024,1
823608.0,1896.4,28.0,Амурская область,Тында,Не указано,Красная Пресня,434.3,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1986.0,2024,1
25000.0,236.5,39.0,Калининградская область,Калининград,Не указано,Красная,105.7,Здание,Нежилое здание,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1965.0,2024,1
2920.0,50.0,2.0,Республика Башкортостан,Благовещенск,Благовещенский,Точисского,58.4,Здание,Нежилое здание,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2013.0,2024,1
600000.0,1515.5,74.0,Челябинская область,Магнитка,Кусинский,К.Маркса,395.9,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1957.0,2024,1
7680.52,110.8,87.0,Чукотский автономный округ,Билибино,Билибинский,Арктика,69.3,Помещение,Нежилое помещение,Не указано,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,1986.0,2024,1
868800.0,205.1,63.0,Самарская область,Самара,Не указано,Московское,4236.2,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2008.0,2024,1
590000.0,332.1,44.0,Костромская область,Кострома,Не указано,Станкостроительная,1776.5,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1969.0,2024,1
77900.0,1001.3,66.0,Свердловская область,Екатеринбург,Не указано,Шаумяна,77.8,Помещение,Нежилое помещение,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,1962.0,2024,1
827550.0,512.1,69.0,Тверская область,Ржев,Не указано,Осташковский,1616.0,Здание,Нежилое здание,Кирпич,3.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1989.0,2024,1
12500.0,200.3,23.0,Краснодарский край,Краснодар,Не указано,им. лётчика Позднякова,62.4,Помещение,Нежилое помещение,Панели,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2023.0,2024,1
1670148.96,484.2,13.0,Республика Мордовия,Рузаевка,Не указано,Привокзальная,3449.6,Помещение,Нежилое помещение,Не указано,,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
12000.0,61.9,2.0,Республика Башкортостан,Аскаровский,Абзелиловский,Шаймуратова,193.8,Помещение,Нежилое помещение,Не указано,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2014.0,2024,1
2714.05,134.4,78.0,Санкт-Петербург,Не указано,Не указано,Добролюбова,20.2,Помещение,Нежилое помещение,Кирпич,1.0,До 30 кв.м,До 10 тыс/кв.м,2024-01-01,1902.0,2024,1
5000.0,50.6,23.0,Краснодарский край,Сочи,Не указано,Петрозаводская,98.9,Помещение,Нежилое помещение,Блоки,,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
2400000.0,1263.6,66.0,Свердловская область,Новоуральск,Не указано,Ленина,1899.4,Здание,Нежилое здание,Кирпич,3.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1988.0,2024,1
1150000.0,635.9,22.0,Алтайский край,Барнаул,Не указано,Пролетарская,1808.4,Здание,Нежилое здание,Кирпич,5.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2024.0,2024,1
6000.0,55.2,55.0,Омская область,Ольгино,Полтавский,Октябрьская,108.6,Здание,Нежилое здание,Блоки,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1968.0,2024,1
30000.0,245.3,12.0,Республика Марий Эл,Медведево,Медведевский,Мира,122.3,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2018.0,2024,1
314518.8,1333.3,75.0,Забайкальский край,Ясногорск,Оловяннинский,Строителей,235.9,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
333600.0,3016.3,75.0,Забайкальский край,Чита,Не указано,Ленинградская,110.6,Помещение,Нежилое помещение,Не указано,,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1969.0,2024,1
2160000.0,12026.7,11.0,Республика Коми,Сыктывкар,Не указано,Покровский,179.6,Помещение,Нежилое помещение,Железобетон,1.0,100-200 кв.м,10-50 тыс/кв.м,2024-01-01,2003.0,2024,1
1620000.0,839.1,23.0,Краснодарский край,Краснодар,Не указано,Командорская,1930.7,Здание,Нежилое здание,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2022.0,2024,1
87500.0,425.0,2.0,Республика Башкортостан,Туймазы,Туймазинский,Островского,205.9,Здание,Нежилое здание,Не указано,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2003.0,2024,1
172900.0,1400.0,16.0,Республика Татарстан,Казань,Не указано,Четаева,123.5,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2015.0,2024,1
6000.0,39.6,3.0,Республика Бурятия,поселок Нижнеангарск,Северо-Байкальский,Ленина,151.6,Здание,Нежилое здание,Дерево,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1951.0,2024,1
240000.0,377.7,34.0,Волгоградская область,Волгоград,Не указано,Батова,635.5,Здание,Нежилое здание,Прочие материалы,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2024.0,2024,1
85000.0,706.6,40.0,Калужская область,Калуга,Не указано,Пролетарская,120.3,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2007.0,2024,1
311960.0,2093.7,47.0,Ленинградская область,Новогорелово,Ломоносовский,Современников,149.0,Помещение,Нежилое помещение,Не указано,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2022.0,2024,1
1137600.0,24623.4,39.0,Калининградская область,Пионерский,Не указано,Калининградское,46.2,Помещение,Нежилое помещение,Блоки,1.0,30-50 кв.м,10-50 тыс/кв.м,2024-01-01,2017.0,2024,1
870339.24,2074.2,62.0,Рязанская область,Рыбновское,Рыбновский,Курочкина,419.6,Здание,Нежилое здание,Дерево,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1995.0,2024,1
1165000.0,927.1,72.0,Тюменская область,Тобольск,Не указано,7,1256.6,Здание,Нежилое здание,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
625.0,11.0,37.0,Ивановская область,Игрищи,Ильинский,Не указано,57.0,Здание,Нежилое здание,Дерево,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2014.0,2024,1
90740.0,1300.0,2.0,Республика Башкортостан,Иглинский,Иглинский,Лесунова,69.8,Помещение,Нежилое помещение,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2017.0,2024,1
43019.18,13.1,2.0,Республика Башкортостан,Кубиязы,Аскинский,Ключевая,3289.5,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1979.0,2024,1
75000.0,250.0,69.0,Тверская область,город Тверь,Не указано,Гагарина,300.0,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2015.0,2024,1
756000.0,1108.3,38.0,Иркутская область,Братск,Не указано,Кирова,682.1,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1969.0,2024,1
1800000.0,2285.7,13.0,Республика Мордовия,Лямбирь,Лямбирский,Октябрьская,787.5,Здание,Нежилое здание,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1981.0,2024,1
2036000.0,6011.2,47.0,Ленинградская область,Бугры,Всеволожский,Тихая,338.70000000000005,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2023.0,2024,1
102644.0,1028.5,74.0,Челябинская область,Челябинск,Не указано,Академика Макеева,99.8,Помещение,Нежилое помещение,Металл,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2020.0,2024,1
4256004.0,2005.1,12.0,Республика Марий Эл,Йошкар-Ола,Не указано,Анциферова,2122.6,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
600000.0,20905.9,16.0,Республика Татарстан,Казань,Не указано,Адоратского,28.7,Здание,Нежилое здание,Блоки,1.0,До 30 кв.м,10-50 тыс/кв.м,2024-01-01,2003.0,2024,1
10448.88,25.6,63.0,Самарская область,Сызрань,Не указано,1-я Линия,408.0,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1979.0,2024,1
53395.44,1779.8,22.0,Алтайский край,Бийск,Не указано,Почтовый,30.0,Помещение,Нежилое помещение,Кирпич,1.0,До 30 кв.м,До 10 тыс/кв.м,2024-01-01,1982.0,2024,1
1365.3,24.6,51.0,Мурманская область,Мурманск,Не указано,Магомета Гаджиева,55.5,Помещение,Жилое помещение,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,1965.0,2024,1
5766000.0,8541.0,38.0,Иркутская область,Иркутск,Не указано,Юрия Тена,675.0999999999999,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2014.0,2024,1
1140000.0,8022.5,2.0,Республика Башкортостан,Стерлитамак,Не указано,Строителей,142.1,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2014.0,2024,1
3154680.0,7760.6,91.0,Республика Крым,Симферополь,Не указано,Октябрьская,406.5,Помещение,Нежилое помещение,Блоки,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2006.0,2024,1
2200.0,12.2,25.0,Приморский край,Большой Камень,Не указано,Блюхера,180.0,Здание,Нежилое здание,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2005.0,2024,1
60000.0,429.2,74.0,Челябинская область,Сим,Ашинский,40 лет Октября,139.8,Помещение,Нежилое помещение,Блоки,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1973.0,2024,1
36115.68,160.8,62.0,Рязанская область,Рязань,Не указано,Юбилейная,224.6,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,,2024,1
7889904.0,2026.5,76.0,Ярославская область,Мостец,Ярославский,Не указано,3893.3,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2021.0,2024,1
1878.0,79.9,78.0,Санкт-Петербург,Не указано,Не указано,Английский,23.5,Помещение,Нежилое помещение,Кирпич,1.0,До 30 кв.м,До 10 тыс/кв.м,2024-01-01,1898.0,2024,1
5707800.0,3732.5,2.0,Республика Башкортостан,Зубовский,Уфимский,Дорожная,1529.2,Помещение,Нежилое помещение,Прочие материалы,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2017.0,2024,1
104000.0,1005.8,74.0,Челябинская область,Копейск,Не указано,Тореза,103.4,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1975.0,2024,1
188375.0,147.6,16.0,Республика Татарстан,Казань,Не указано,Фатыха Амирхана,1275.9,Помещение,Нежилое помещение,Блоки,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1981.0,2024,1
3600.0,48.9,23.0,Краснодарский край,Анапская,Анапский,Чехова,73.6,Здание,Нежилое здание,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2016.0,2024,1
83000.0,253.9,72.0,Тюменская область,Не указано,Не указано,Не указано,326.9,Помещение,Нежилое помещение,Панели,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2017.0,2024,1
28994.04,2660.0,37.0,Ивановская область,Иваново,Не указано,Постышева,10.9,Помещение,Нежилое помещение,Не указано,1.0,До 30 кв.м,До 10 тыс/кв.м,2024-01-01,1980.0,2024,1
9077250.0,47500.0,46.0,Курская область,Курск,Не указано,Коммунистическая,191.1,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,10-50 тыс/кв.м,2024-01-01,1993.0,2024,1
774720.0,9600.0,16.0,Республика Татарстан,Казань,Не указано,Даурская,80.7,Помещение,Нежилое помещение,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2015.0,2024,1
137885.0,609.0,27.0,Хабаровский край,Комсомольск-на-Амуре,Не указано,Народная,226.4,Здание,Нежилое здание,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2023.0,2024,1
20667.0,279.7,74.0,Челябинская область,Златоуст,Не указано,им А.Н.Островского,73.9,Помещение,Нежилое помещение,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,1961.0,2024,1
10000.0,15.1,91.0,Республика Крым,Саки,Не указано,Морская,660.2,Здание,Нежилое здание,Кирпич,3.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2018.0,2024,1
74000.0,428.0,46.0,Курская область,Курск,Не указано,Анатолия Дериглазова,172.9,Помещение,Нежилое помещение,Железобетон,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,2017.0,2024,1
100000.0,1160.1,78.0,Санкт-Петербург,Не указано,Не указано,Ленинский,86.2,Помещение,Нежилое помещение,Не указано,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2010.0,2024,1
840000.0,2940.1,69.0,Тверская область,Удомля,Не указано,Энергетиков,285.7,Помещение,Нежилое помещение,Металл,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2005.0,2024,1
300000.0,467.2,74.0,Челябинская область,Миасс,Не указано,60 лет Октября,642.1,Здание,Нежилое здание,Панели,2.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2020.0,2024,1
12000.0,235.8,14.0,Республика Саха (Якутия),Нижний Бестях,Мегино-Кангаласский,Ленина,50.9,Помещение,Нежилое помещение,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2016.0,2024,1
20000.0,49.3,55.0,Омская область,Крутинка,Крутинский,Березовый,405.9,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1999.0,2024,1
1061333.33,46346.4,66.0,Свердловская область,Екатеринбург,Не указано,Бажова,22.9,Здание,Нежилое здание,Не указано,1.0,До 30 кв.м,10-50 тыс/кв.м,2024-01-01,2010.0,2024,1
800000.0,9580.8,23.0,Краснодарский край,Геленджик,Не указано,Не указано,83.5,Здание,Нежилое здание,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2004.0,2024,1
840000.0,44444.4,56.0,Оренбургская область,Оренбург,Не указано,Дзержинского,18.9,Здание,Нежилое здание,Кирпич,1.0,До 30 кв.м,10-50 тыс/кв.м,2024-01-01,1986.0,2024,1
60000.0,969.3,71.0,Тульская область,Лужное,Дубенский,Им Чирикова А.И.,61.9,Здание,Нежилое здание,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2015.0,2024,1
8640000.0,41123.3,61.0,Ростовская область,Лесной,Каменский,Гастелло,210.1,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,10-50 тыс/кв.м,2024-01-01,1974.0,2024,1
3420000.0,45783.1,50.0,Московская область,Балашиха,Балашиха,Советская,74.7,Помещение,Нежилое помещение,Железобетон,1.0,50-100 кв.м,10-50 тыс/кв.м,2024-01-01,2012.0,2024,1
4121820.0,5100.0,72.0,Тюменская область,Тюмень,Не указано,Прокопия Артамонова,808.2,Помещение,Нежилое помещение,Не указано,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2011.0,2024,1
58903.8,174.4,2.0,Республика Башкортостан,Уфа,Не указано,Менделеева,337.8,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2010.0,2024,1
3000000.0,75000.0,39.0,Калининградская область,Калининград,Не указано,Черняховского,40.0,Помещение,Нежилое помещение,Кирпич,1.0,30-50 кв.м,50-100 тыс/кв.м,2024-01-01,1960.0,2024,1
3600000.0,9362.8,50.0,Московская область,Химки,Не указано,Рабочая,384.5,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1976.0,2024,1
30000.0,359.3,66.0,Свердловская область,Кушва,Не указано,Кузьмина,83.5,Помещение,Нежилое помещение,Камень,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,1969.0,2024,1
360000.0,6474.8,28.0,Амурская область,Белогорск,Не указано,Скорикова,55.6,Здание,Нежилое здание,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2011.0,2024,1
22800.0,10.7,11.0,Республика Коми,Сыктывкар,Не указано,Куратова,2140.5,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1966.0,2024,1
72000.0,1618.0,11.0,Республика Коми,Объячево,Не указано,Маршала Жукова,44.5,Здание,Нежилое здание,Дерево,1.0,30-50 кв.м,До 10 тыс/кв.м,2024-01-01,2003.0,2024,1
225000.0,105.9,60.0,Псковская область,Псков,Не указано,Яна Райниса,2124.8,Здание,Нежилое здание,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,1967.0,2024,1
12000.0,170.9,46.0,Курская область,Амосовка,Медвенский,Не указано,70.2,Здание,Нежилое здание,Кирпич,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2000.0,2024,1
1000.0,11.3,48.0,Липецкая область,Липецк,Не указано,Имени Рихарда Зорге,88.2,Здание,Нежилое здание,Блоки,1.0,50-100 кв.м,До 10 тыс/кв.м,2024-01-01,2023.0,2024,1
2880000.0,4752.5,21.0,Чувашская Республика,Новочебоксарск,Не указано,Воинов интернационалистов,606.0,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,До 10 тыс/кв.м,2024-01-01,2023.0,2024,1
6000000.0,13847.2,72.0,Тюменская область,Тюмень,Не указано,Республики,433.3,Помещение,Нежилое помещение,Кирпич,1.0,Свыше 200 кв.м,10-50 тыс/кв.м,2024-01-01,1964.0,2024,1
7200.0,40.8,2.0,Республика Башкортостан,Стерлитамак,Не указано,Худайбердина,176.4,Помещение,Нежилое помещение,Кирпич,1.0,100-200 кв.м,До 10 тыс/кв.м,2024-01-01,1965.0,2024,1
