type,price,price_per_sqm,area,rooms,living_area,kitchen_area,gas,material,build_year,build_series_category,published,updated,level,levels,rubbish_chute,enterances,build_overlap,build_walls,heating,areaRating,city,remoute_from_center,agencyName,longitude,latitude
Многоквартирный дом,140000.0,1750.0,80.0,2,65.0,15.0,Нет,монолит,2017.0,other_series,2019-12-14,2022-02-10,7,24,Нет,1,Железобетонные,Монолитные,центральное,3.9957302,Москва,6.595511907524524,Алита,37.510632,55.754982
Квартира,100000.0,3846.0,26.0,0,21.0,,unknown,кирпич,,unknown,2021-10-18,2022-02-04,2,7,0,0,0,0,0,3.9089417,Москва,5.001969518523207,Татьяна,37.690495,55.737
Многоквартирный дом,250000.0,1748.0,143.0,3,80.0,15.0,Нет,монолит,2001.0,brick_series,2021-11-16,2022-02-10,23,35,Есть,3,Железобетонные,Монолитные,центральное,3.8734415,Москва,12.155516323099729,Общество с ограниченной ответственностью «НИКА ЭСТЭЙТ»,37.448465,55.807461
Квартира,37800.0,1817.0,20.8,0,10.0,4.0,unknown,панель,,unknown,2022-01-15,2022-01-15,3,33,0,0,0,0,0,4.16681,Москва,22.307024822888923,ПИК-Аренда,37.557628,55.554557
Квартира,220000.0,3284.0,67.0,2,55.0,5.0,unknown,монолит,,unknown,2022-01-15,2022-02-06,28,77,0,0,0,0,0,3.8417494,Москва,5.1450725934527295,Аренда элитной недвижимости Москвы,37.533654845852205,55.75091546082721
Многоквартирный дом,37000.0,1121.0,33.0,1,18.0,,Да,кирпич,1959.0,brick_series,2022-01-18,2022-02-10,3,5,Нет,4,Железобетонные,Кирпич,центральное,4.0938087,Москва,7.855065964824221,"""АСТ"" Недвижимость",37.51211,55.712594
Многоквартирный дом,85000.0,1063.0,80.0,3,48.0,9.0,Да,кирпич,1961.0,brick_series,2021-08-17,2022-02-02,2,8,Есть,9,Железобетонные,Кирпич,центральное,3.7083507,Москва,7.274178999523825,Ольга,37.572231,55.81282
Квартира,120000.0,2222.0,54.0,2,35.0,,unknown,монолит,,unknown,2016-08-24,2022-02-10,6,8,0,0,0,0,0,3.811937,Москва,4.443422055190778,Светлана,37.674067,55.77468399999999
Многоквартирный дом,130000.0,1912.0,68.0,2,30.0,25.0,Нет,монолит,2011.0,brick_series,2021-12-22,2022-02-10,24,48,Есть,2,Железобетонные,Монолитные,центральное,3.8112602,Москва,10.92050831494555,Исрефил,37.449156,55.780851
Многоквартирный дом,430000.0,1870.0,230.0,4,150.0,55.0,Нет,панель,2001.0,brick_series,2021-12-16,2022-02-10,14,15,Нет,3,Железобетонные,Кирпич,центральное,3.8417494,Москва,2.908228671668824,Apple Real Estate,37.580917,55.769562
Многоквартирный дом,60000.0,1091.0,55.0,2,29.0,10.0,Да,кирпич,1977.0,brick_series,2021-12-16,2022-02-10,6,14,Есть,4,Железобетонные,Кирпич,центральное,3.8001947,Москва,10.192986908299112,МИЭЛЬ-Сеть офисов недвижимости,37.521605,55.826913
Многоквартирный дом,80000.0,1778.0,45.0,2,29.8,6.0,Да,панель,1971.0,panel_series,2022-01-14,2022-01-24,12,12,Есть,2,Железобетонные,Блочные,центральное,3.7019384,Москва,3.886163108977724,АН Центр Загородной Недвижимости,37.609137,55.786936
Квартира,240000.0,4615.0,52.0,2,26.0,9.0,unknown,блоки,,unknown,2022-01-15,2022-02-10,2,8,0,0,0,0,0,3.838890600000001,Москва,0.7119438318916225,"""СТОЛИЦА"" Департамент Недвижимости",37.622774,55.747287
Многоквартирный дом,50000.0,975.0,51.3,2,,10.0,Нет,панель,2006.0,panel_series,2022-01-17,2022-01-29,16,17,Есть,2,Железобетонные,Железобетон,центральное,3.5564153,Москва,15.66944779830146,Илья,37.524235,55.883228
Многоквартирный дом,240000.0,2087.0,115.0,3,,,Нет,кирпич,1983.0,brick_series,2021-11-17,2022-02-10,8,9,Есть,1,Железобетонные,Кирпич,центральное,3.9223604,Москва,1.5406215351239347,Агентство элитной недвижимости Savills,37.594324,55.745291
Многоквартирный дом,350000.0,2917.0,120.0,4,,,Да,кирпич,1953.0,brick_series,2021-11-17,2022-02-10,9,12,Есть,9,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,1.9681868583513,Агентство элитной недвижимости Savills,37.58455,55.754801
Многоквартирный дом,270000.0,2700.0,100.0,4,,,Да,кирпич,1926.0,brick_series,2020-08-10,2022-02-10,3,6,Нет,2,Деревянные,Кирпич,центральное,3.8417494,Москва,1.986342176232941,Агентство элитной недвижимости Savills,37.592833,55.76463199999999
Многоквартирный дом,40000.0,741.0,54.0,1,22.0,10.0,Нет,монолит,2014.0,other_series,2022-01-16,2022-02-10,11,17,Есть,5,Железобетонные,Панельные,центральное,3.9152746,Москва,18.52713787805032,мир,37.39912,55.639314
Многоквартирный дом,400000.0,1826.0,219.0,4,,,Нет,монолит,2006.0,brick_series,2021-04-22,2022-02-09,4,57,Есть,8,Железобетонные,Смешанные,центральное,4.127402,Москва,7.87303818509354,СКОЛКОВО Недвижимость,37.52068,55.798485
Многоквартирный дом,85000.0,1574.0,54.0,2,32.0,9.0,Нет,панель,1985.0,other_series,2022-01-15,2022-01-15,13,17,Есть,4,Железобетонные,Панельные,центральное,4.130674,Москва,13.111752619477206,tatina,37.40681,55.75533299999999
Многоквартирный дом,90000.0,1475.0,61.0,2,,,Да,кирпич,1939.0,brick_series,2022-01-19,2022-01-19,2,9,Есть,6,Железобетонные,Кирпич,центральное,3.9223604,Москва,4.438113635777714,Sokolrealty estate,37.57969,55.717878000000006
Многоквартирный дом,33000.0,971.0,34.0,1,26.0,8.0,Нет,панель,1985.0,panel_series,2021-11-27,2022-02-10,11,14,Есть,2,Железобетонные,Блочные,центральное,3.8995898,Москва,13.633396701484704,Оля,37.8304627319893,55.769872802772
Многоквартирный дом,350000.0,1944.0,180.0,3,144.0,18.0,unknown,монолит,2003.0,other_series,2021-12-21,2022-01-20,4,23,0,2,Железобетонные,Панельные,центральное,3.8178966,Москва,12.034256595794975,Магазин,37.465802,55.819762
Многоквартирный дом,50000.0,1429.0,35.0,0,,,Да,блоки,1970.0,other_series,2022-01-14,2022-02-07,7,17,Есть,1,Железобетонные,Блочные,центральное,3.9260902,Москва,9.659670449279025,Магазин,37.6671988634551,55.83395679659471
Квартира,340000.0,3163.0,107.5,2,85.0,15.0,unknown,монолит,,unknown,2022-01-15,2022-01-18,58,75,0,0,0,0,0,3.8417494,Москва,4.778232519257759,Аренда элитной недвижимости Москвы,37.539527,55.750484
Квартира,47000.0,1270.0,37.0,1,19.0,9.0,unknown,кирпич,,unknown,2021-12-15,2022-02-10,17,18,0,0,0,0,0,4.127402,Москва,5.536959300376699,МИЭЛЬ-Сеть офисов недвижимости,37.540156,55.778026
Многоквартирный дом,200000.0,1493.0,134.0,3,,,Нет,монолит,2004.0,brick_series,2021-12-17,2022-02-10,16,24,Есть,3,Железобетонные,Монолитные,центральное,3.8417494,Москва,4.221364479631106,Trust Real Estate,37.549238,55.75844300000001
Многоквартирный дом,45000.0,833.0,54.0,2,32.0,9.0,Нет,панель,1993.0,panel_series,2022-01-15,2022-02-10,16,17,Есть,4,Железобетонные,Железобетон,центральное,4.2612476,Москва,20.18320854590088,*********,37.345338,55.850686
Многоквартирный дом,44999.0,2500.0,18.0,0,,,Нет,кирпич,1980.0,brick_series,2020-04-16,2022-02-10,1,16,Есть,3,Железобетонные,Кирпич,центральное,3.7451115,Москва,7.357931224803409,Апартаменты nice-flats. Квартиры посуточно и на час.,37.536778000000005,55.80116700000001
Многоквартирный дом,64100.0,1131.0,56.7,2,30.0,10.0,Нет,панель,2012.0,other_series,2022-01-15,2022-02-01,4,17,0,8,Железобетонные,Панельные,"автономная котельная (крышная, встроенно-пристроенная)",3.838890600000001,Москва,24.31595202363991,ПИК-Аренда,37.303153,55.623559
Квартира,75000.0,921.0,81.4,3,58.0,19.0,unknown,монолит,,unknown,2021-01-13,2022-01-20,6,25,0,0,0,0,0,3.838890600000001,Москва,19.522008589237064,ee,37.417446000000005,55.617246
Многоквартирный дом,29999.0,732.0,41.0,1,16.0,11.0,Нет,монолит,2018.0,brick_series,2022-01-16,2022-02-10,2,19,Есть,10,Железобетонные,Монолитные,центральное,3.838890600000001,Москва,37.60494567671172,Финист,37.1499344391479,55.9655174748681
Многоквартирный дом,280000.0,2000.0,140.0,4,90.0,19.0,unknown,монолит,2007.0,brick_series,2022-01-20,2022-02-10,5,24,0,5,Железобетонные,Монолитные,центральное,4.127402,Москва,7.347733803348425,Арт Риэлти,37.524287,55.7935531
Многоквартирный дом,70000.0,1892.0,37.0,2,26.3,5.0,Да,панель,1959.0,panel_series,2022-01-17,2022-02-05,2,8,Есть,1,Железобетонные,Панельные,центральное,3.7451115,Москва,8.58585464121571,АРМАТА,37.517015,55.80572
Многоквартирный дом,50000.0,1042.0,48.0,2,34.0,6.0,Да,кирпич,1962.0,other_series,2022-01-15,2022-01-15,2,5,Нет,10,Железобетонные,Кирпич,центральное,3.8735065,Москва,9.11033259694735,АН,37.592079,55.671474
Многоквартирный дом,200000.0,1333.0,150.0,5,,,Да,кирпич,1958.0,other_series,2022-01-17,2022-02-10,6,7,Есть,5,Железобетонные,Кирпич,центральное,3.8417494,Москва,3.234750521683873,Trust Real Estate,37.572818,55.768446
Многоквартирный дом,37000.0,681.0,54.3,2,35.0,11.0,Нет,панель,1995.0,panel_series,2021-12-15,2022-01-25,6,17,Есть,12,Железобетонные,Панельные,центральное,3.6790495,Москва,16.63749884336742,Татьяна,37.857099,55.691024
Многоквартирный дом,38000.0,679.0,56.0,2,32.0,9.0,Нет,кирпич,2014.0,other_series,2021-10-13,2022-01-25,6,17,Есть,7,Железобетонные,Панельные,индивидуальный тепловой пункт (итп),3.838890600000001,Москва,25.010143949650164,михаил,37.588862,55.52809
Многоквартирный дом,21000.0,568.0,37.0,1,16.0,8.0,Нет,панель,1973.0,panel_series,2022-01-24,2022-02-09,4,9,Есть,10,Железобетонные,Железобетон,центральное,3.838890600000001,Москва,36.58332650942909,Гуля,37.192642,55.97894599999999
Многоквартирный дом,50000.0,1190.0,42.0,1,20.0,18.0,Да,монолит,1962.0,other_series,2022-01-15,2022-01-15,7,24,Есть,4,Железобетонные,Блочные,центральное,3.8112602,Москва,9.1482608219349,Forvest,37.4743,55.772416
Многоквартирный дом,74000.0,3083.0,24.0,0,,,Нет,монолит,2018.0,other_series,2022-01-20,2022-02-10,2,18,Есть,10,Железобетонные,Смешанные,центральное,3.6019816,Москва,4.89012117711527,Сергей,37.564042,55.785169
Многоквартирный дом,53000.0,1606.0,33.0,1,18.0,6.0,Да,панель,1972.0,panel_series,2022-01-15,2022-02-10,2,12,Есть,16,Железобетонные,Панельные,центральное,3.7371826,Москва,17.357391898192237,Марина,37.614509000000005,55.59632
Многоквартирный дом,187004.0,2493.0,75.0,3,,,Да,кирпич,1956.0,brick_series,2021-12-17,2022-02-10,6,11,Есть,23,Смешанные,Кирпич,центральное,3.5739026,Москва,3.185248806874254,Агентство элитной недвижимости Savills,37.564904,55.750712
Квартира,330000.0,2200.0,150.0,4,,10.0,unknown,кирпич,,unknown,2021-11-15,2022-02-09,30,38,0,0,0,0,0,4.0938087,Москва,8.031812343888966,СКОЛКОВО Недвижимость,37.506271000000005,55.714784
Многоквартирный дом,50000.0,909.0,55.0,2,35.0,10.0,Нет,панель,1983.0,other_series,2021-11-30,2022-02-04,11,17,Есть,8,Железобетонные,0,центральное,4.334199400000001,Москва,15.58370012128314,МИЭЛЬ-Сеть офисов недвижимости,37.395302,55.81692
Многоквартирный дом,45000.0,1125.0,40.0,1,19.0,8.0,Нет,панель,1998.0,panel_series,2022-01-20,2022-02-10,17,17,Есть,7,Железобетонные,Железобетон,центральное,3.4464120000000005,Москва,9.991158835208028,Антон,37.750451,55.704697
Квартира,82000.0,1745.0,47.0,2,,,unknown,монолит,,unknown,2022-01-24,2022-01-24,5,15,0,0,0,0,0,4.127402,Москва,7.212754585999847,Ксения,37.523213,55.79078199999999
Квартира,57000.0,1583.0,36.0,1,18.0,7.0,unknown,панель,,unknown,2022-01-14,2022-02-10,19,22,0,0,0,0,0,3.7829945,Москва,16.212723137416905,Марина,37.600684,55.606843000000005
Квартира,80000.0,1667.0,48.0,1,20.0,10.0,unknown,монолит,,unknown,2022-01-15,2022-02-10,1,3,0,0,0,0,0,3.838052,Москва,5.621308080640456,"""АСТ"" Недвижимость",37.637883,55.801116
Многоквартирный дом,73000.0,1738.0,42.0,2,27.0,8.0,Нет,панель,2019.0,brick_series,2022-01-18,2022-02-10,19,25,Есть,5,0,Монолитные,центральное,3.6220787,Москва,12.463930451028595,GIGGRAD,37.426186,55.718816
Многоквартирный дом,500000.0,3125.0,160.0,3,86.0,16.0,Нет,блоки,2007.0,brick_series,2021-10-20,2022-02-10,3,7,Есть,2,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),3.8417494,Москва,0.9992960333687188,Penny Lane Realty,37.603101,55.757805000000005
Квартира,250000.0,4717.0,53.0,2,,7.0,unknown,монолит,,unknown,2021-12-21,2022-02-10,56,77,0,0,0,0,0,3.8417494,Москва,5.03819049521507,Эльмира Эмирова,37.535332,55.751568000000006
Многоквартирный дом,250000.0,1812.0,138.0,4,98.0,20.0,Да,панель,1914.0,brick_series,2021-12-14,2022-02-10,4,5,Нет,2,Деревянные,Кирпич,центральное,3.7627811,Москва,2.390168573479988,Apple Real Estate,37.634888,55.733727
Многоквартирный дом,280000.0,2000.0,140.0,3,85.0,20.0,Нет,панель,2010.0,brick_series,2021-11-16,2022-02-08,10,21,Есть,10,Железобетонные,Монолитные,"автономная котельная (крышная, встроенно-пристроенная)",4.0938087,Москва,8.452720967721673,АО Сити,37.528621,55.694287
Многоквартирный дом,60000.0,1091.0,55.0,2,31.0,10.0,Нет,панель,1989.0,panel_series,2022-01-16,2022-01-18,2,19,Есть,5,Железобетонные,Железобетон,центральное,4.0717263,Москва,20.732476455035314,Александр,37.353126,55.639496
Многоквартирный дом,400000.0,1613.0,248.0,5,225.0,10.0,Нет,панель,2000.0,brick_series,2020-09-25,2022-02-10,8,9,Есть,1,Железобетонные,Кирпич,центральное,3.873555,Москва,2.8825081659000507,Apple Real Estate,37.592121,55.774483
Многоквартирный дом,56000.0,800.0,70.0,2,38.0,12.0,Нет,монолит,2015.0,brick_series,2022-01-18,2022-02-10,4,15,Есть,8,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),3.838890600000001,Москва,16.077321164842335,Макромир Москва,37.424327000000005,55.656346
Квартира,300000.0,4286.0,70.0,2,,8.0,unknown,кирпич,,unknown,2021-12-16,2022-02-08,50,75,0,0,0,0,0,3.8417494,Москва,5.101753811138797,Агентство Недвижимости Ходынка Лайф,37.534406,55.750028
Квартира,45000.0,2143.0,21.0,0,,,unknown,монолит,,unknown,2022-01-16,2022-02-10,3,20,0,0,0,0,0,3.838890600000001,Москва,22.172803735725125,Катя,37.332063375547,55.6338121584118
Многоквартирный дом,180000.0,3600.0,50.0,1,32.0,10.0,Нет,монолит,2015.0,brick_series,2021-04-18,2022-02-10,21,21,Нет,16,0,Монолитные,центральное,4.0938087,Москва,9.5482696586119,Vera,37.491242,55.702896
Квартира,350000.0,5385.0,65.0,2,37.0,10.0,unknown,монолит,,unknown,2021-12-02,2022-01-16,20,64,0,0,0,0,0,3.8417494,Москва,5.039860955280124,Ая,37.535305,55.751583
Многоквартирный дом,180000.0,3600.0,50.0,0,32.0,10.0,Нет,монолит,2015.0,brick_series,2021-04-18,2022-02-10,21,21,Нет,16,0,Монолитные,центральное,4.0938087,Москва,9.5482696586119,Vera,37.491242,55.702896
Многоквартирный дом,180000.0,3600.0,50.0,2,32.0,10.0,Нет,монолит,2015.0,brick_series,2021-04-18,2022-02-10,21,21,Нет,16,0,Монолитные,центральное,4.0938087,Москва,9.5482696586119,Vera,37.491242,55.702896
Квартира,360000.0,4045.0,89.0,2,,,unknown,монолит,,unknown,2022-01-21,2022-01-21,38,62,0,0,0,0,0,3.8417494,Москва,5.137004258443988,MC,37.5337753597245,55.751082816422006
Многоквартирный дом,100000.0,1852.0,54.0,2,35.0,10.0,Нет,панель,1985.0,other_series,2022-01-20,2022-02-09,16,17,Есть,4,Железобетонные,Панельные,центральное,4.130674,Москва,13.101341644984288,не указано,37.4069816424859,55.7554607064154
Многоквартирный дом,60000.0,1290.0,46.5,2,33.0,6.5,Да,блоки,2009.0,brick_series,2021-07-19,2022-02-03,5,5,Есть,5,Железобетонные,0,центральное,3.955442,Москва,8.132096455129107,Людмила Александровна,37.716692,55.797888
Квартира,250000.0,3846.0,65.0,2,,,unknown,монолит,,unknown,2021-07-22,2022-01-30,60,75,0,0,0,0,0,3.8417494,Москва,4.78026323864375,Andrey Daranov,37.53948992313529,55.75055001101111
Квартира,100000.0,1667.0,60.0,2,,,unknown,кирпич,,unknown,2022-01-24,2022-01-24,7,12,0,0,0,0,0,3.5739026,Москва,5.14754134242659,Ксения,37.535835,55.74148
Многоквартирный дом,65000.0,1806.0,36.0,1,18.0,8.5,Да,кирпич,1963.0,brick_series,2022-01-16,2022-01-22,3,9,Есть,1,Железобетонные,Кирпич,центральное,3.900447,Москва,4.430775315915172,Светлана,37.605747,55.712811
Многоквартирный дом,90000.0,1957.0,46.0,2,29.0,8.0,Нет,монолит,2018.0,brick_series,2019-08-22,2022-02-10,14,31,Есть,1,Железобетонные,Монолитные,центральное,3.8112602,Москва,9.7565230404079,Алита,37.468864,55.781193
Многоквартирный дом,65000.0,1083.0,60.0,2,36.0,9.0,Да,кирпич,1967.0,brick_series,2018-09-12,2022-02-10,4,9,Есть,5,Деревянные,Кирпич,центральное,3.4504762,Москва,4.534087931453572,Вера,37.656227,55.785878
Квартира,40000.0,2500.0,16.0,0,12.0,2.0,unknown,монолит,,unknown,2022-01-16,2022-02-10,5,23,0,0,0,0,0,3.7042167,Москва,15.278248456803006,Иван,37.482592,55.867213
Многоквартирный дом,80000.0,1455.0,55.0,2,,,Да,кирпич,1960.0,brick_series,2021-11-13,2022-02-10,4,9,Есть,7,Железобетонные,Кирпич,центральное,3.838052,Москва,6.225043229634926,Елена,37.637554,55.806740000000005
Квартира,304000.0,4222.0,72.0,3,,,unknown,монолит,,unknown,2021-04-14,2022-01-17,5,13,0,0,0,0,0,3.900447,Москва,6.099513969474192,Palmira Estate,37.62528,55.697711
Многоквартирный дом,85000.0,1977.0,43.0,1,,,Нет,кирпич,1917.0,brick_series,2022-01-20,2022-02-10,5,7,Есть,4,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,1.2467747879666675,Penny Lane Realty,37.596219,55.754755
Многоквартирный дом,33000.0,1065.0,31.0,1,20.0,6.0,Да,панель,1964.0,other_series,2021-03-11,2022-01-17,3,5,Нет,3,Железобетонные,Блочные,центральное,3.7237616,Москва,10.401778743969366,Ирина,37.780778000000005,55.745539
Многоквартирный дом,554960.0,3066.0,181.0,4,,,Нет,кирпич,1998.0,brick_series,2021-11-17,2022-02-10,5,9,Нет,5,Железобетонные,Кирпич,индивидуальный тепловой пункт (итп),3.9223604,Москва,1.813101269697505,Агентство элитной недвижимости Savills,37.597414,55.739554000000005
Квартира,30000.0,1000.0,30.0,0,,,unknown,монолит,,unknown,2022-01-16,2022-02-05,32,32,0,0,0,0,0,3.838890600000001,Москва,16.042834477959143,Елена,37.37377,55.799016
Квартира,75000.0,1271.0,59.0,2,23.0,22.0,unknown,панель,,unknown,2021-12-20,2022-02-10,8,25,0,0,0,0,0,3.2261912999999995,Москва,12.471237015165803,Владение Недвижимостью,37.733904,55.662319
Многоквартирный дом,51000.0,1360.0,37.5,1,19.0,6.0,Нет,панель,2011.0,panel_series,2021-12-16,2022-02-05,12,17,Есть,6,Железобетонные,Панельные,центральное,3.868204,Москва,11.436480279989482,МИЭЛЬ на Войковской,37.500441,55.831873
Многоквартирный дом,45000.0,1071.0,42.0,2,27.0,5.0,Да,кирпич,1966.0,other_series,2022-01-18,2022-02-10,4,5,Нет,4,Железобетонные,Кирпич,центральное,3.9450204,Москва,13.650740022696306,ИНКОМ-Недвижимость,37.462793,55.839547
Многоквартирный дом,75000.0,1071.0,70.0,3,53.0,12.0,Нет,панель,2019.0,other_series,2022-01-12,2022-01-23,10,25,Есть,10,Железобетонные,Монолитные,центральное,4.2612476,Москва,19.70398336626405,Альберт,37.372372,55.864307
Многоквартирный дом,55000.0,1310.0,42.0,1,28.0,8.0,Нет,панель,2008.0,other_series,2022-01-15,2022-02-10,3,22,0,4,Железобетонные,Панельные,0,3.9491658,Москва,9.473623240210182,"ООО "" Строй Холдинг""",37.46857931177389,55.7331007527824
Квартира,150000.0,2143.0,70.0,2,,,unknown,кирпич,,unknown,2021-11-16,2022-02-10,8,9,0,0,0,0,0,3.873555,Москва,2.4956943303987824,Агентство элитной недвижимости Savills,37.600936,55.773064
Многоквартирный дом,32000.0,821.0,39.0,1,20.0,10.0,Нет,панель,2003.0,panel_series,2022-01-15,2022-02-09,3,9,Есть,8,Железобетонные,Железобетон,центральное,4.16681,Москва,24.486323907290203,Пользователь,37.517141,55.539446
Квартира,35000.0,875.0,40.0,1,18.0,9.0,unknown,панель,,unknown,2021-12-17,2022-02-10,15,17,0,0,0,0,0,3.838890600000001,Москва,21.9193271956424,"Агентство недвижимости ""Мой Дом""",37.597252000000005,55.555616
Многоквартирный дом,140000.0,1489.0,94.0,3,,,Да,кирпич,1956.0,brick_series,2022-01-15,2022-02-01,6,6,Нет,2,Железобетонные,Кирпич,центральное,3.8417494,Москва,2.589137257928785,Агентство элитной недвижимости Savills,37.587838,55.769438
Квартира,45000.0,1114.0,40.4,1,22.0,11.0,unknown,монолит,,unknown,2021-12-11,2022-02-10,9,9,0,0,0,0,0,3.838890600000001,Москва,22.558165708263044,Иван Пулькин,37.319772,55.637581
Многоквартирный дом,37000.0,974.0,38.0,2,,7.5,Да,панель,1964.0,panel_series,2022-01-18,2022-02-03,4,9,Есть,1,Железобетонные,Блочные,центральное,3.4464120000000005,Москва,10.91310217293295,Надежда Казилина,37.772729,55.71047900000001
Многоквартирный дом,40000.0,889.0,45.0,1,20.0,9.0,Нет,монолит,2001.0,brick_series,2020-05-16,2022-02-06,8,25,Есть,1,Железобетонные,Монолитные,центральное,3.7594519,Москва,13.34642982116312,Марина,37.7616364936341,55.6652273172289
Квартира,130000.0,1585.0,82.0,3,54.0,13.5,unknown,блоки,,unknown,2022-01-15,2022-02-10,7,19,0,0,0,0,0,3.7594519,Москва,13.138456870473211,"""СТОЛИЦА"" Департамент Недвижимости",37.7598473607977,55.6668429
Многоквартирный дом,35000.0,1029.0,34.0,1,18.0,7.0,Да,панель,1970.0,panel_series,2022-01-15,2022-02-06,7,9,Есть,6,Железобетонные,Блочные,центральное,3.713212,Москва,11.124256457405131,МИЭЛЬ-Сеть офисов недвижимости,37.441916,55.73252900000001
Многоквартирный дом,38000.0,1000.0,38.0,1,,8.0,Нет,панель,2016.0,other_series,2020-07-31,2022-02-10,2,17,Есть,6,Железобетонные,Панельные,центральное,3.838890600000001,Москва,22.614277554205334,Алевтина Инан,37.319808,55.636666000000005
Многоквартирный дом,45000.0,2647.0,17.0,0,17.0,,Нет,кирпич,2010.0,brick_series,2022-01-18,2022-01-27,7,10,Есть,1,Железобетонные,Монолитные,центральное,4.0779476,Москва,11.265750505748857,Магазин,37.499516,55.675103
Квартира,350000.0,3684.0,95.0,2,40.0,10.0,unknown,панель,,unknown,2021-12-15,2022-02-10,3,13,0,0,0,0,0,3.838890600000001,Москва,2.1947459084803285,АН Вертикаль,37.58066,55.75331
Квартира,38000.0,585.0,65.0,2,,15.0,unknown,панель,,unknown,2022-01-20,2022-01-28,22,25,0,0,0,0,0,3.7346244,Москва,15.32713660568874,"ООО ""Дешёвые  квартиры""",37.834875,55.812853
Многоквартирный дом,68000.0,1771.0,38.4,1,,8.5,Нет,панель,1985.0,panel_series,2022-01-16,2022-02-03,13,17,Есть,3,Железобетонные,Железобетон,центральное,4.0938087,Москва,10.044666664541092,Марина,37.496749,55.691866000000005
Многоквартирный дом,70000.0,1750.0,40.0,2,29.0,,Нет,монолит,2016.0,brick_series,2022-01-15,2022-02-10,9,24,Нет,1,Железобетонные,Монолитные,центральное,3.8286712,Москва,10.652207480524062,"""Московские огни""",37.6356779822962,55.8472208558828
Многоквартирный дом,45000.0,1011.0,44.5,2,28.0,6.0,Да,панель,1974.0,other_series,2021-12-17,2022-01-19,5,9,Есть,8,Железобетонные,Панельные,центральное,3.7452233,Москва,18.00786223959469,татьяна,37.713953,55.600333
Многоквартирный дом,155000.0,1722.0,90.0,2,,,Нет,монолит,2001.0,brick_series,2022-01-17,2022-01-17,22,25,Есть,3,Железобетонные,Монолитные,центральное,3.8734415,Москва,12.211153147650148,Anna Pribylova,37.448276,55.808265000000006
Многоквартирный дом,270000.0,1459.0,185.0,5,148.0,15.0,unknown,монолит,2003.0,other_series,2021-12-21,2022-01-31,22,23,0,2,Железобетонные,Панельные,центральное,3.8178966,Москва,12.034256595794975,Магазин,37.465802,55.819762
Многоквартирный дом,250000.0,1786.0,140.0,5,112.0,13.0,Да,монолит,1914.0,brick_series,2021-12-21,2022-01-31,6,7,Нет,1,Смешанные,Кирпич,центральное,3.838890600000001,Москва,1.7172875066325757,Магазин,37.589289630719705,55.74793359383921
Многоквартирный дом,450000.0,2647.0,170.0,4,118.0,18.0,Нет,монолит,2000.0,brick_series,2021-12-21,2022-01-20,2,6,0,1,Железобетонные,Кирпич,центральное,3.9223604,Москва,2.451368044415212,Магазин,37.588503,55.736351
Многоквартирный дом,135000.0,1929.0,70.0,3,60.0,,Нет,монолит,2009.0,brick_series,2021-12-20,2022-02-10,22,32,Есть,3,Железобетонные,Монолитные,центральное,3.713212,Москва,12.542708972162352,Penny Lane Realty,37.4167,55.741744
Многоквартирный дом,40000.0,1143.0,35.0,1,,7.0,Нет,панель,1977.0,other_series,2020-02-06,2022-01-16,5,9,Есть,4,Железобетонные,Панельные,центральное,3.7452233,Москва,17.89045823527563,лариса,37.741203000000006,55.608063
Многоквартирный дом,390000.0,2097.0,186.0,4,110.0,22.0,Да,монолит,1927.0,brick_series,2021-09-19,2022-02-10,3,9,Нет,1,Смешанные,Кирпич,центральное,3.873555,Москва,2.654010692527043,Penny Lane Realty,37.594135,55.77277
Многоквартирный дом,50000.0,769.0,65.0,2,34.0,10.0,Нет,панель,2010.0,other_series,2021-03-02,2022-02-08,19,22,0,5,Железобетонные,Монолитные,центральное,3.5705934,Москва,12.913744727474867,АО Сити,37.793427,55.810577
Квартира,600000.0,7018.0,85.5,2,,,unknown,монолит,,unknown,2022-01-21,2022-02-10,7,15,0,0,0,0,0,3.873555,Москва,0.555415315668268,Investment Corporation,37.617114,55.75713100000001
Квартира,125000.0,2551.0,49.0,0,,,unknown,монолит,,unknown,2022-01-21,2022-02-09,32,52,0,0,0,0,0,4.0938087,Москва,10.372184054481565,Investment Corporation,37.4842814,55.695746
Многоквартирный дом,75000.0,824.0,91.0,3,44.0,9.0,Да,кирпич,1960.0,brick_series,2021-12-16,2022-01-16,1,8,Есть,5,Железобетонные,Кирпич,центральное,3.9260902,Москва,9.194460503355224,юрий,37.659424,55.831017
Квартира,750000.0,6818.0,110.0,3,,30.0,unknown,монолит,,unknown,2021-12-16,2022-02-08,53,75,0,0,0,0,0,3.8417494,Москва,5.039859325301728,Агентство Недвижимости Ходынка Лайф,37.535305,55.751584
Многоквартирный дом,280000.0,2000.0,140.0,2,90.0,15.0,Да,кирпич,,brick_series,2022-01-14,2022-02-10,2,7,Нет,1,Смешанные,Кирпич,центральное,3.8417494,Москва,2.1568003715795565,"Агентство недвижимости ""СЕЛЕНА""",37.591782,55.766202
