type,price,price_per_sqm,area,rooms,living_area,kitchen_area,gas,material,build_year,build_series_category,published,updated,level,levels,rubbish_chute,enterances,build_overlap,build_walls,heating,areaRating,city,remoute_from_center,agencyName,longitude,latitude
Многоквартирный дом,75000.0,1356.0,55.3,1,21.0,12.0,Нет,монолит,2012.0,brick_series,2017-06-07,2022-02-10,5,31,Есть,8,0,Монолитные,"автономная котельная (крышная, встроенно-пристроенная)",3.88875,Москва,10.93802920295028,Mарина,37.5606248140511,55.6590025136518
Многоквартирный дом,30000.0,789.0,38.0,1,20.0,8.0,Нет,панель,1996.0,panel_series,2022-02-05,2022-02-08,7,14,Есть,5,Железобетонные,Монолитные,центральное,3.9655151,Москва,15.215736094387914,Московский Центр Недвижимости,37.855437,55.733087
Многоквартирный дом,38000.0,1056.0,36.0,1,18.0,8.0,Нет,панель,1997.0,panel_series,2021-04-09,2022-02-09,8,16,Есть,1,Железобетонные,Блочные,центральное,3.8001947,Москва,9.820281084268013,"Агентство недвижимости ""Вариант""",37.52563,55.824415
Многоквартирный дом,120000.0,2069.0,58.0,2,,,Да,кирпич,1960.0,brick_series,2022-02-08,2022-02-10,5,9,Есть,5,Железобетонные,Кирпич,центральное,3.5739026,Москва,3.471050009441832,Eliteflate,37.560547,55.749177
Квартира,370000.0,1945.0,190.2,3,,,unknown,монолит,,unknown,2022-02-08,2022-02-09,65,76,0,0,0,0,0,3.8417494,Москва,4.8359752924878086,MС REALTY,37.539082,55.747116000000005
Многоквартирный дом,47000.0,1063.0,44.2,2,31.0,6.0,Да,блоки,1961.0,other_series,2022-02-08,2022-02-08,3,5,Нет,4,Железобетонные,Блочные,центральное,3.9978034,Москва,6.342097312550779,Tata,37.620663,55.80911
Квартира,37000.0,1850.0,20.0,0,,,unknown,панель,,unknown,2022-02-08,2022-02-08,7,25,0,0,0,0,0,3.2261912999999995,Москва,12.535583841663378,sevonder,37.731919,55.660785
Квартира,50000.0,1250.0,40.0,2,12.0,18.0,unknown,монолит,,unknown,2022-02-06,2022-02-09,10,17,0,0,0,0,0,4.16681,Москва,22.41744463597021,АН,37.553989,55.553902
Квартира,240000.0,3566.0,67.3,2,40.0,27.3,unknown,монолит,,unknown,2021-11-22,2022-02-05,50,75,0,0,0,0,0,3.8417494,Москва,5.039859325301728,Antonio,37.535305,55.751584
Многоквартирный дом,55000.0,1222.0,45.0,2,30.0,6.5,Нет,панель,1977.0,panel_series,2021-12-09,2022-02-09,1,9,Есть,14,Железобетонные,Монолитные,центральное,4.0575047,Москва,17.304863315911778,Ира,37.528028000000006,55.60487
Многоквартирный дом,75000.0,1154.0,65.0,1,18.0,29.0,Нет,монолит,2002.0,brick_series,2021-01-05,2022-02-09,15,18,Есть,10,Железобетонные,Монолитные,центральное,3.713212,Москва,13.774827499516617,Лара,37.396371,55.747323
Квартира,120000.0,2000.0,60.0,2,35.0,10.0,unknown,монолит,,unknown,2022-01-08,2022-02-10,3,12,0,0,0,0,0,3.8417494,Москва,3.343822597470191,Сергей,37.568758,55.76655699999999
Квартира,230000.0,3194.0,72.0,2,42.0,30.0,unknown,монолит,,unknown,2022-02-05,2022-02-05,33,77,0,0,0,0,0,3.8417494,Москва,5.039860955280124,Antonio,37.535305,55.751583
Многоквартирный дом,220000.0,3056.0,72.0,3,42.0,14.0,Нет,монолит,2018.0,other_series,2022-02-06,2022-02-10,7,18,Есть,10,Железобетонные,Смешанные,центральное,3.6019816,Москва,4.89012117711527,Екатерина,37.564042,55.785169
Многоквартирный дом,75000.0,1705.0,44.0,2,,,Да,кирпич,1962.0,brick_series,2022-02-06,2022-02-08,4,8,Есть,4,Железобетонные,Кирпич,центральное,3.560566000000001,Москва,4.208947181946182,Пользователь,37.648474,55.719292
Многоквартирный дом,45000.0,1125.0,40.0,1,20.0,10.0,Нет,панель,1985.0,other_series,2022-02-04,2022-02-06,15,16,Есть,4,Железобетонные,Монолитные,центральное,3.8630848,Москва,13.33696668696871,АннА,37.815489,55.792827
Многоквартирный дом,33000.0,1000.0,33.0,1,18.0,6.0,Да,кирпич,1963.0,other_series,2018-03-06,2022-02-07,5,5,Нет,3,Железобетонные,Кирпич,центральное,3.4953578000000003,Москва,11.277969010472445,Елена,37.786617,55.721452
Многоквартирный дом,50000.0,1250.0,40.0,2,23.0,8.0,Да,блоки,1971.0,other_series,2022-01-06,2022-02-08,5,14,Есть,1,Железобетонные,Блочные,центральное,3.871278,Москва,13.41806997301438,Андрей,37.684883,55.866238
Многоквартирный дом,60000.0,1538.0,39.0,2,21.0,7.0,Да,кирпич,1966.0,panel_series,2022-02-02,2022-02-04,3,9,Есть,4,Железобетонные,Кирпич,центральное,3.7237616,Москва,9.08447508172064,Capital Mars,37.759874,55.758083
Многоквартирный дом,29000.0,853.0,34.0,1,,,Да,панель,1962.0,other_series,2021-09-27,2022-02-07,4,5,Нет,5,Железобетонные,Железобетон,центральное,3.4464120000000005,Москва,11.300965656892838,Alexei,37.776573,55.706974
Многоквартирный дом,200000.0,2000.0,100.0,2,50.0,10.0,Да,блоки,1931.0,panel_series,2022-02-08,2022-02-10,3,5,Есть,3,Деревянные,Кирпич,центральное,3.838890600000001,Москва,1.7834235555318263,Penny Lane Realty,37.588233,55.756589
Многоквартирный дом,50000.0,1000.0,50.0,2,,11.0,Да,монолит,1970.0,panel_series,2022-02-05,2022-02-10,4,12,Есть,1,0,Блочные,центральное,3.868204,Москва,10.827350630495689,Центр Недвижимости и Кредитования,37.490263,55.819095
Квартира,140000.0,2174.0,64.4,3,,21.0,unknown,монолит,,unknown,2022-02-04,2022-02-04,14,16,0,0,0,0,0,3.9957302,Москва,6.42328666464662,Ксения,37.5133146613769,55.754073233752095
Квартира,55000.0,1078.0,51.0,2,,10.0,unknown,панель,,unknown,2022-02-05,2022-02-05,9,25,0,0,0,0,0,3.838890600000001,Москва,19.713146401982065,Ольга,37.41485,55.616234
Квартира,90000.0,1233.0,73.0,3,45.0,15.0,unknown,монолит,,unknown,2022-01-06,2022-02-05,24,25,0,0,0,0,0,3.6407292,Москва,11.919980178863462,Георгий,37.463511,55.688213
Квартира,190000.0,3725.0,51.0,0,31.0,20.0,unknown,монолит,,unknown,2021-11-08,2022-02-05,33,77,0,0,0,0,0,3.8417494,Москва,5.039860955280124,Antonio,37.535305,55.751583
Многоквартирный дом,63000.0,1432.0,44.0,2,21.0,7.0,Да,панель,1961.0,other_series,2022-02-04,2022-02-08,2,5,Нет,4,Железобетонные,Блочные,центральное,3.9978034,Москва,6.342097312550779,Светлана Вадимовна,37.620663,55.80911
Многоквартирный дом,60000.0,938.0,64.0,3,55.0,8.0,Нет,панель,1984.0,panel_series,2022-02-07,2022-02-09,9,16,Есть,1,Железобетонные,Железобетон,центральное,4.012772,Москва,16.740349347791447,Tatiyana Kydryavceva,37.869755,55.707146
Многоквартирный дом,49000.0,1361.0,36.0,1,19.0,6.0,Да,панель,1959.0,brick_series,2021-11-17,2022-02-10,4,9,Нет,4,Железобетонные,Кирпич,центральное,3.8417494,Москва,4.828975171557343,МИЭЛЬ-Сеть офисов недвижимости,37.538655,55.752313
Квартира,69900.0,2184.0,32.0,0,,,unknown,монолит,,unknown,2021-04-21,2022-02-08,3,15,0,0,0,0,0,4.127402,Москва,7.212877430088628,"Комплекс апартаментов ""Авиа-Апарт""",37.523204,55.790777
Квартира,48000.0,1200.0,40.0,1,20.0,12.0,unknown,кирпич,,unknown,2022-02-06,2022-02-08,5,9,0,0,0,0,0,3.713212,Москва,12.9714725187999,М.Видео,37.4096934439671,55.7427125221443
Квартира,590000.0,2500.0,236.0,5,,,unknown,блоки,,unknown,2021-12-12,2022-02-10,5,6,0,0,0,0,0,3.6019816,Москва,3.931106666598765,Penny Lane Realty,37.580894,55.781626
Квартира,35000.0,897.0,39.0,1,20.0,9.0,unknown,панель,,unknown,2021-02-11,2022-02-05,12,14,0,0,0,0,0,3.838890600000001,Москва,38.69280681448946,Агент,37.1755142591606,55.9962850292615
Квартира,32000.0,1616.0,19.8,0,10.0,,unknown,монолит,,unknown,2022-02-06,2022-02-07,6,16,0,0,0,0,0,3.838890600000001,Москва,25.16784222050249,Частное лицо,37.585377,55.526811
Многоквартирный дом,1000000.0,2924.0,342.0,5,160.0,30.0,Да,панель,2003.0,brick_series,2021-07-07,2022-02-10,2,4,Нет,2,Железобетонные,Монолитные,"автономная котельная (крышная, встроенно-пристроенная)",4.130674,Москва,10.529940482997825,Apple Real Estate,37.448204,55.758366
Квартира,27000.0,750.0,36.0,1,20.0,8.5,unknown,панель,,unknown,2020-07-16,2022-02-10,7,12,0,0,0,0,0,3.7617624,Москва,19.01124677743173,ИНКОМ-Недвижимость,37.66265,55.583551
Многоквартирный дом,90000.0,1500.0,60.0,2,32.0,19.0,Нет,панель,2005.0,other_series,2022-02-04,2022-02-10,6,16,Есть,2,Железобетонные,Железобетон,центральное,3.713212,Москва,12.581597433334236,Риелтор - Шварц Александр,37.415972,55.742397
Многоквартирный дом,110000.0,1269.0,86.7,3,68.0,10.0,Нет,,2009.0,brick_series,2022-02-04,2022-02-04,14,18,Есть,2,Железобетонные,Монолитные,центральное,3.9957302,Москва,8.225848463662343,павел,37.487029,55.766572
Многоквартирный дом,100000.0,901.0,111.0,4,75.0,10.0,Да,кирпич,1957.0,brick_series,2021-07-29,2022-02-10,7,10,Есть,10,Железобетонные,Кирпич,центральное,3.7972434,Москва,8.66986484699621,Capital Mars,37.742025,55.783539000000005
Многоквартирный дом,37000.0,949.0,39.0,1,21.0,9.0,Нет,панель,1980.0,panel_series,2022-02-09,2022-02-09,1,12,Есть,2,Железобетонные,Железобетон,центральное,4.334199400000001,Москва,14.71218538331397,Сити,37.397809,55.801197
Многоквартирный дом,60000.0,1034.0,58.0,2,36.0,9.0,Нет,кирпич,2007.0,other_series,2022-02-06,2022-02-06,9,24,Есть,2,Железобетонные,Монолитные,центральное,3.7452233,Москва,18.753138517710703,GIGGRAD,37.724382,55.59541
Многоквартирный дом,34000.0,1097.0,31.0,1,18.0,6.0,Да,кирпич,1962.0,other_series,2022-02-06,2022-02-10,1,5,Нет,4,Железобетонные,Кирпич,центральное,3.8178966,Москва,13.914455362096632,МИЭЛЬ-Сеть офисов недвижимости,37.434936,55.824754000000006
Многоквартирный дом,95000.0,1638.0,58.0,2,32.0,9.0,Да,кирпич,1958.0,other_series,2022-02-06,2022-02-10,6,9,Нет,2,Железобетонные,Блочные,центральное,3.8112602,Москва,6.159953988360977,GIGGRAD,37.518551,55.760494
Многоквартирный дом,35000.0,625.0,56.0,2,,,Нет,монолит,1997.0,panel_series,2022-02-10,2022-02-10,16,17,Есть,2,Железобетонные,Железобетон,центральное,3.9655151,Москва,15.047456639931298,Метраж Агентство Недвижимости,37.853811,55.73790699999999
Квартира,329000.0,3075.0,107.0,0,70.0,15.0,unknown,монолит,,unknown,2022-02-04,2022-02-04,53,75,0,0,0,0,0,3.8417494,Москва,4.778232519257759,Premium Realty,37.539527,55.750484
Квартира,34999.0,729.0,48.0,2,27.0,10.0,unknown,панель,,unknown,2022-02-04,2022-02-09,18,25,0,0,0,0,0,3.838890600000001,Москва,25.679333465708364,ПАРТНЁР,37.585233,55.52221
Квартира,200000.0,2410.0,83.0,2,,,unknown,монолит,,unknown,2021-09-10,2022-02-09,55,77,0,0,0,0,0,3.8417494,Москва,5.139713738564119,MС REALTY,37.53373,55.751133
Многоквартирный дом,22000.0,688.0,32.0,1,20.0,5.0,Да,кирпич,1964.0,brick_series,2022-02-07,2022-02-07,1,5,Нет,6,Железобетонные,Кирпич,центральное,3.871278,Москва,14.04536270185904,Агенство,37.693372,55.870516
Многоквартирный дом,55000.0,1746.0,31.5,1,17.9,7.5,Нет,монолит,2002.0,brick_series,2022-02-10,2022-02-10,5,19,Есть,5,Железобетонные,Монолитные,центральное,3.8734415,Москва,8.600262623574158,Мила,37.496128000000006,55.790092
Многоквартирный дом,37000.0,881.0,42.0,2,27.0,5.0,Да,кирпич,1959.0,brick_series,2022-02-07,2022-02-08,5,5,Нет,3,Железобетонные,Кирпич,центральное,3.9450204,Москва,13.498861103539667,Вера,37.460942,55.83655400000001
Многоквартирный дом,63000.0,1050.0,60.0,3,45.0,8.0,Нет,панель,1980.0,panel_series,2021-11-29,2022-02-10,7,9,Есть,6,Железобетонные,Железобетон,центральное,3.7594519,Москва,13.532735200151349,Марина,37.714951,55.644409
Квартира,33000.0,851.0,38.8,1,19.4,11.2,unknown,монолит,,unknown,2022-02-07,2022-02-10,21,25,0,0,0,0,0,3.838890600000001,Москва,25.71675774688378,Мария,37.585952,55.521843
Многоквартирный дом,35000.0,1750.0,20.0,1,,,Нет,панель,1964.0,other_series,2016-09-25,2022-02-07,2,5,Нет,4,Железобетонные,Блочные,центральное,3.7252023,Москва,5.46378644751668,Анвар,37.569575,55.793890000000005
Многоквартирный дом,80000.0,1067.0,75.0,3,,10.0,Да,блоки,1960.0,brick_series,2022-02-05,2022-02-06,4,5,Есть,4,Железобетонные,Блочные,центральное,3.5987155,Москва,9.579552669858408,Дмитрий,37.720609,55.814659
Многоквартирный дом,80000.0,1111.0,72.0,3,50.0,12.0,Нет,кирпич,1989.0,panel_series,2022-02-10,2022-02-10,11,17,Есть,2,Железобетонные,Железобетон,центральное,3.88875,Москва,9.830382976291636,Алексей,37.577152000000005,55.666630000000005
Квартира,140000.0,2029.0,69.0,2,50.0,8.0,unknown,монолит,,unknown,2022-02-04,2022-02-10,9,20,0,0,0,0,0,3.838890600000001,Москва,3.2519078683504574,Apple Real Estate,37.613754,55.72303
Многоквартирный дом,180000.0,1333.0,135.0,3,77.0,29.0,Нет,панель,2010.0,other_series,2022-02-04,2022-02-10,10,48,Нет,4,Железобетонные,Монолитные,центральное,3.9993846,Москва,12.091225822164368,Apple Real Estate,37.509228,55.661724
Многоквартирный дом,65000.0,1000.0,65.0,2,,,Нет,панель,1997.0,panel_series,2022-02-07,2022-02-10,6,18,Есть,3,Железобетонные,Железобетон,центральное,4.0471396,Москва,8.158746556275627,Александр,37.577076,55.682234
Многоквартирный дом,100000.0,1042.0,96.0,4,65.0,8.0,Да,кирпич,1956.0,other_series,2021-12-05,2022-02-10,7,7,Есть,3,Железобетонные,Кирпич,центральное,3.7252023,Москва,5.93588651800481,Capital Mars,37.569378,55.798748
Многоквартирный дом,48000.0,1200.0,40.0,1,16.0,10.0,Нет,монолит,2018.0,other_series,2022-02-04,2022-02-09,13,21,Нет,12,Железобетонные,Монолитные,индивидуальный тепловой пункт (итп),3.5564153,Москва,14.943590250636724,Владимир,37.539886,55.879495
Квартира,339900.0,3177.0,107.0,0,70.0,15.0,unknown,монолит,,unknown,2022-02-04,2022-02-04,51,75,0,0,0,0,0,3.8417494,Москва,4.778232519257759,Premium Realty,37.539527,55.750484
Многоквартирный дом,70000.0,778.0,90.0,3,60.0,9.0,Да,кирпич,1936.0,brick_series,2022-01-28,2022-02-09,3,5,Нет,9,Железобетонные,Кирпич,центральное,3.7451115,Москва,7.14620955889797,Кристина,37.549011,55.804306
Квартира,200000.0,2326.0,86.0,3,60.0,18.0,unknown,монолит,,unknown,2022-02-02,2022-02-10,20,32,0,0,0,0,0,4.127402,Москва,4.820727206078727,Capital Mars,37.550244,55.774993
Квартира,220000.0,3548.0,62.0,2,,,unknown,монолит,,unknown,2022-01-09,2022-02-09,21,75,0,0,0,0,0,3.8417494,Москва,5.039860955280124,MС REALTY,37.535305,55.751583
Многоквартирный дом,65000.0,1204.0,54.0,2,32.0,9.0,Нет,панель,1976.0,panel_series,2022-01-17,2022-02-10,5,16,Есть,8,Железобетонные,Железобетон,центральное,4.0471396,Москва,7.879069053505723,Евгений,37.569387,55.686426
Многоквартирный дом,56000.0,1077.0,52.0,2,30.0,9.0,Да,кирпич,1977.0,panel_series,2022-02-04,2022-02-10,4,9,Есть,3,Железобетонные,Кирпич,центральное,4.056881,Москва,5.282474392384597,ИНКОМ-Недвижимость,37.670681,55.788075
Квартира,53400.0,1500.0,35.6,1,10.0,19.0,unknown,панель,,unknown,2022-02-04,2022-02-10,20,25,0,0,0,0,0,3.838890600000001,Москва,19.98795937045557,ПИК-Аренда,37.412415,55.61417
Многоквартирный дом,45000.0,1364.0,33.0,1,18.0,6.0,Да,панель,1967.0,panel_series,2021-08-31,2022-02-04,6,9,Есть,14,Железобетонные,Железобетон,центральное,4.0291705,Москва,16.258075857750725,5 STAR HOME,37.425746,55.851682
Многоквартирный дом,350000.0,1159.0,301.9,4,274.5,20.0,Нет,монолит,1999.0,unknown,2020-09-30,2022-02-10,9,14,0,3,Железобетонные,Монолитные,центральное,3.7451115,Москва,6.859043835440789,Knight Frank,37.541027,55.79728000000001
Квартира,38000.0,2533.0,15.0,0,13.0,2.0,unknown,кирпич,,unknown,2022-01-25,2022-02-09,2,5,0,0,0,0,0,4.2535715,Москва,10.721569495042363,Best Apart,37.576153000000005,55.845924
Квартира,55000.0,1050.0,52.4,2,32.0,9.0,unknown,панель,,unknown,2022-02-06,2022-02-06,12,16,0,0,0,0,0,3.7490728,Москва,10.489136547553358,GIGGRAD,37.616926,55.658012
Многоквартирный дом,195000.0,2671.0,73.0,2,34.0,16.0,unknown,монолит,2018.0,brick_series,2021-04-09,2022-02-10,27,44,0,0,Железобетонные,Монолитные,центральное,3.8417494,Москва,3.830492523346236,Capital Mars,37.564212,55.77080600000001
Многоквартирный дом,35000.0,729.0,48.0,2,32.0,9.0,Нет,блоки,1966.0,panel_series,2022-02-07,2022-02-09,2,12,Есть,1,Железобетонные,Блочные,центральное,3.838890600000001,Москва,36.64514214942021,Ваш специалист по недвижимости,37.216475,55.993016
Многоквартирный дом,59000.0,2950.0,20.0,0,,,Да,кирпич,1917.0,brick_series,2022-02-09,2022-02-10,2,4,Нет,1,Смешанные,Кирпич,центральное,3.873555,Москва,1.6677328891049543,Евгения,37.611859,55.767053
Многоквартирный дом,42000.0,1091.0,38.5,1,19.0,7.5,Нет,панель,2004.0,panel_series,2022-02-06,2022-02-06,17,17,Есть,3,Железобетонные,Панельные,центральное,3.7237616,Москва,10.214857216576778,Люся,37.777611,55.74426999999999
Квартира,74000.0,1850.0,40.0,2,29.7,5.0,unknown,панель,,unknown,2022-02-04,2022-02-10,9,12,0,0,0,0,0,3.7019384,Москва,5.653681376692544,ПИК-Аренда,37.598798,55.802113
Многоквартирный дом,300000.0,2804.0,107.0,3,70.0,22.0,Нет,монолит,2011.0,brick_series,2022-02-04,2022-02-04,8,12,Есть,5,Железобетонные,Монолитные,центральное,4.0938087,Москва,6.397325410868424,Premium Realty,37.527256,55.723592
Квартира,215000.0,3071.0,70.0,2,,,unknown,монолит,,unknown,2022-01-10,2022-02-10,22,75,0,0,0,0,0,3.8417494,Москва,5.032882141915967,Nikita,37.53541573870079,55.7515991227499
Квартира,220000.0,3143.0,70.0,2,,,unknown,монолит,,unknown,2021-09-19,2022-02-10,23,77,0,0,0,0,0,3.8417494,Москва,4.962520772629504,Nikita,37.536544,55.751351
Квартира,65000.0,1585.0,41.0,1,,9.0,unknown,кирпич,,unknown,2022-02-09,2022-02-09,7,13,0,0,0,0,0,3.9089417,Москва,2.9676070858803865,Мила,37.654206,55.736883
Квартира,77000.0,1027.0,75.0,3,,17.0,unknown,монолит,,unknown,2022-02-04,2022-02-05,21,33,0,0,0,0,0,3.838890600000001,Москва,15.925516629219814,Agent,37.3751154732314,55.7979687146116
Многоквартирный дом,70000.0,1346.0,52.0,2,,9.0,Нет,панель,1997.0,panel_series,2012-09-29,2022-02-05,9,17,Есть,2,Железобетонные,Железобетон,центральное,3.8457084,Москва,12.80493357254164,Виктор,37.612713,55.86721800000001
Многоквартирный дом,40000.0,1238.0,32.3,1,18.0,6.0,Да,кирпич,1961.0,other_series,2020-07-06,2022-02-04,4,5,Нет,4,Железобетонные,Кирпич,центральное,3.4953578000000003,Москва,11.227994225750036,Частное,37.786114000000005,55.722041
Многоквартирный дом,50000.0,781.0,64.0,2,36.0,10.0,Нет,панель,1977.0,other_series,2022-02-07,2022-02-08,15,25,Есть,1,Железобетонные,Панельные,центральное,3.9993846,Москва,11.822130823252593,АО Сити,37.512568,55.663375
Многоквартирный дом,60000.0,1091.0,55.0,3,,,Да,панель,1973.0,panel_series,2022-02-07,2022-02-07,9,9,Есть,6,Железобетонные,Монолитные,центральное,3.9408839,Москва,15.770913830420636,Вероника Самойлова,37.6725108127798,55.8901920106673
Многоквартирный дом,28000.0,697.0,40.2,2,,,Нет,кирпич,2011.0,other_series,2021-05-10,2022-02-10,1,4,Нет,3,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,32.915507865140235,Mr,37.1954787159817,55.9297793552934
Многоквартирный дом,53000.0,663.0,80.0,2,50.0,18.0,Нет,панель,1997.0,panel_series,2022-02-07,2022-02-07,3,14,Есть,4,Железобетонные,Железобетон,центральное,3.8995898,Москва,13.727713576242513,Владимир,37.833896,55.758747
Многоквартирный дом,90000.0,900.0,100.0,3,,12.0,Нет,монолит,2005.0,brick_series,2022-02-05,2022-02-07,17,25,Есть,1,Железобетонные,Железобетон,центральное,4.0291705,Москва,17.13302364662446,Елена,37.44135,55.870779000000006
Многоквартирный дом,150000.0,1429.0,105.0,3,,,Нет,монолит,2015.0,brick_series,2022-02-10,2022-02-10,33,38,Нет,3,Железобетонные,Монолитные,центральное,3.9260902,Москва,9.560535433306407,Penny Lane Realty,37.659605,55.834426
Квартира,190000.0,2375.0,80.0,3,60.0,20.0,unknown,монолит,,unknown,2021-12-07,2022-02-08,3,22,0,0,0,0,0,3.8417494,Москва,5.7068441808811725,Олег,37.524731,55.754066
Многоквартирный дом,75000.0,1103.0,68.0,3,48.0,8.0,Да,панель,1973.0,panel_series,2020-09-14,2022-02-10,5,12,Есть,8,Железобетонные,Панельные,центральное,3.6220787,Москва,14.852430996253872,Capital Mars,37.387065,55.717944
Многоквартирный дом,80000.0,1333.0,60.0,2,,7.0,Да,кирпич,1955.0,brick_series,2022-02-05,2022-02-05,2,10,Есть,4,Железобетонные,Кирпич,центральное,3.9369915,Москва,9.643067993903852,Татьяна,37.499359000000005,55.808903
Многоквартирный дом,50000.0,847.0,59.0,3,43.0,6.0,unknown,панель,1966.0,other_series,2022-02-05,2022-02-06,1,5,Нет,12,0,Не заполнено,0,3.7237616,Москва,11.417490862301731,Наталия,37.796984,55.759223
Квартира,74200.0,1427.0,52.0,2,22.3,19.0,unknown,панель,,unknown,2022-02-04,2022-02-04,2,15,0,0,0,0,0,3.713212,Москва,17.602100913689092,ПИК-Аренда,37.348976,55.801404000000005
Квартира,290900.0,2719.0,107.0,0,70.0,15.0,unknown,монолит,,unknown,2022-02-04,2022-02-04,53,75,0,0,0,0,0,3.8417494,Москва,4.778232519257759,Premium Realty,37.539527,55.750484
Многоквартирный дом,78000.0,1040.0,75.0,2,,15.0,Нет,монолит,2001.0,brick_series,2021-11-28,2022-02-05,6,17,Есть,4,Железобетонные,Монолитные,центральное,4.2075477,Москва,12.51734863429422,Наталия,37.4749952423875,55.6725791504115
Многоквартирный дом,60000.0,1250.0,48.0,2,32.0,9.0,Да,панель,1967.0,panel_series,2022-02-09,2022-02-10,10,12,Есть,1,Железобетонные,Монолитные,центральное,3.518271,Москва,14.303324112063112,Сити,37.529906,55.871289
Многоквартирный дом,80000.0,2000.0,40.0,1,20.0,12.0,Нет,монолит,2020.0,brick_series,2022-02-05,2022-02-10,15,27,Есть,1,Железобетонные,Железобетон,индивидуальный тепловой пункт (итп),3.8112602,Москва,7.434643819566558,ИНКОМ-Недвижимость,37.50027,55.767484
Многоквартирный дом,38000.0,974.0,39.0,1,19.0,8.0,Нет,панель,1988.0,brick_series,2022-02-04,2022-02-04,11,16,Есть,2,Железобетонные,Железобетон,центральное,3.842709,Москва,13.20071328492512,Дмитрий,37.696709000000006,55.861622
Многоквартирный дом,45000.0,750.0,60.0,2,32.0,10.0,Нет,панель,2015.0,other_series,2020-11-05,2022-02-04,11,17,Есть,4,Железобетонные,Панельные,индивидуальный тепловой пункт (итп),3.838890600000001,Москва,24.35068479898319,Пользователь,37.6145,55.533506
Многоквартирный дом,50000.0,1515.0,33.0,1,19.0,8.0,Да,панель,1930.0,other_series,2022-02-04,2022-02-10,4,5,Нет,8,Деревянные,Кирпич,центральное,4.056881,Москва,7.114404292675457,Агентство недвижимости СТОЛИЦА,37.695411,55.797579000000006
Многоквартирный дом,75000.0,1442.0,52.0,2,,,Да,монолит,1971.0,other_series,2022-02-08,2022-02-10,11,16,Есть,2,Железобетонные,Железобетон,центральное,3.9089417,Москва,3.842800572480409,Парус,37.673286,55.740771
Квартира,145000.0,2101.0,69.0,3,45.0,9.0,unknown,монолит,,unknown,2022-01-05,2022-02-10,9,36,0,0,0,0,0,3.8112602,Москва,6.478864830922308,"Агентство недвижимости ""Мегаполис-Сервис ЭстейтЛига"", Москва",37.513697,55.76153299999999
Квартира,85000.0,2931.0,29.0,0,29.0,,unknown,монолит,,unknown,2022-02-05,2022-02-09,8,14,0,0,0,0,0,3.560566000000001,Москва,5.928248911493025,Виктор,37.649520943217205,55.702542717099895
Многоквартирный дом,52000.0,1156.0,45.0,2,,6.0,Да,кирпич,1966.0,brick_series,2020-06-29,2022-02-10,2,9,Есть,5,Железобетонные,Кирпич,центральное,3.7252023,Москва,4.9896405701278566,Екатерина,37.582333,55.792934
Многоквартирный дом,50000.0,1000.0,50.0,2,32.0,9.0,Да,панель,1970.0,other_series,2022-02-04,2022-02-04,5,12,Есть,1,Железобетонные,Блочные,центральное,3.3260317,Москва,6.214162345927893,АН На Петровке,37.674552,55.70741999999999
Квартира,75000.0,2206.0,34.0,0,,,unknown,панель,,unknown,2021-11-04,2022-02-10,8,13,0,0,0,0,0,4.127402,Москва,6.44564933323396,Апартаменты24,37.536832,55.789396
Квартира,98000.0,2042.0,48.0,2,,,unknown,панель,,unknown,2021-11-04,2022-02-10,8,13,0,0,0,0,0,4.127402,Москва,7.212754585999847,Апартаменты24,37.523213,55.79078199999999
Многоквартирный дом,75000.0,962.0,78.0,3,,10.0,Нет,панель,1980.0,other_series,2022-02-06,2022-02-10,6,17,Есть,2,Железобетонные,Панельные,центральное,4.0696764,Москва,13.52760082148702,Наталия,37.660826,55.871016
Квартира,75000.0,2206.0,34.0,0,,,unknown,панель,,unknown,2021-11-03,2022-02-10,8,13,0,0,0,0,0,4.127402,Москва,7.212754585999847,Апартаменты24,37.523213,55.79078199999999
Квартира,75000.0,2344.0,32.0,0,,,unknown,панель,,unknown,2021-11-04,2022-02-10,26,29,0,0,0,0,0,3.7042167,Москва,13.474251588157072,Апартаменты24,37.498375,55.853658
Многоквартирный дом,30000.0,833.0,36.0,1,18.9,6.6,Нет,панель,1970.0,panel_series,2022-02-01,2022-02-10,6,9,Есть,4,Железобетонные,Железобетон,центральное,3.838890600000001,Москва,38.32878685209666,Ирина,37.198957,56.004539
Квартира,79000.0,2324.0,34.0,0,,,unknown,панель,,unknown,2021-11-03,2022-02-10,8,13,0,0,0,0,0,4.127402,Москва,7.212754585999847,Апартаменты24,37.523213,55.79078199999999
Квартира,75000.0,2206.0,34.0,0,,,unknown,панель,,unknown,2021-11-03,2022-02-10,8,13,0,0,0,0,0,4.127402,Москва,7.212754585999847,Апартаменты24,37.523213,55.79078199999999
Многоквартирный дом,85000.0,2361.0,36.0,0,30.0,,Нет,монолит,2018.0,other_series,2019-09-23,2022-02-05,26,41,Нет,1,Железобетонные,0,центральное,3.801466000000001,Москва,5.921210645830964,Елена,37.59103,55.803574
Многоквартирный дом,60000.0,1071.0,56.0,3,,7.0,Да,кирпич,1969.0,panel_series,2021-10-22,2022-02-07,4,9,Есть,10,Железобетонные,Кирпич,центральное,3.909155,Москва,12.619751786690031,evgene,37.816405,55.74824
